person standing on surfboardboardboardboardboardboardboardboard,person standing on surfboard
person touching at laptop,person opening laptop
person walking dog on,person wearing car
person carrying handbagbag,person carrying backpack
building-other-building-buildingbuilding beside bus beside bus beside bus,building-other-merged beside bus
potted plant plant plant plant plant plant plant plant plant plant plant plant plant,tree-merged in front of wall-brick
bear on rock wall beside rock wall rock wall,cat standing on rock-merged
person in front of bus beside,person beside bus
grass-grass enclosing toosing to pavement pavement pavement pavement pavementgedged,grass-merged attached to pavement-merged
person touching motorcycle motorcycle motorcycle,person beside motorcycle
sky-other----mer-mer- snow-mer-,sky-other-merged over snow
sky-other----mer- over-field over-field,sky-other-merged over grass-merged
person on surfboardboardboardboardboardboardboardboardboard,person holding surfboard
person leaning on bench beside bench,person sitting on bench
person pulling kite kite kite kite,person pulling kite
traffic light beside road beside road beside road,traffic light over road
road attached to pavement beside pavement pavement pavement pavement pavementgedgedgedgedged,road attached to pavement-merged
bus parked on pavement beside pavement pavement pavement pavement pavement pavement pavement,bus beside pavement-merged
toilet on floor on rug on-otherotherotherothermermermer,toilet on floor-other-merged
person sitting on bench on bench,person sitting on bench
person holding person person,person looking at person
bus parked on road beside road on road,bus on road
person holding handbagbagbagbagbagbagbagbag,person carrying handbag
elephant walking on pavement on pavement pavement pavement-mergedgedgedged,cow lying on dirt-merged
bicycle parked on pavement on pavement pavement pavement pavement pavement pavementgedgedged,bicycle parked on pavement-merged
person beside person beside,person talking to person
sky-other-other-sky over sea over sea,sky-other-merged over sea
sports ball attached to person playing person,person looking at person
person sitting on wall beside wall-brick wallbrickbrickbr,person sitting on wall-brick
elephant looking at elephant at elephant elephant elephant elephant elephant elephant,elephant guiding elephant
person looking at person at person,person looking at person
food attached to to apple plant plant plant plant plant plant plant plant plant plant,donut beside donut
horse running on dirt dirt dirt dirtmermergedgedgedgedgedged,horse on dirt-merged
person sitting on boat on,person driving boat
sky-other-other-sky over-sky over-sky over,sky-other-merged over person
person standing on snowboard on snow,person going down snow
sports ball on person on person,sports ball in front of person
kite flying over sky over kite-otherotherotherotherothermer,airplane in sky-other-merged
person standing on platform platform platform platform platform platform platform platform,person standing on pavement-merged
person throwing sports ball sports ball sports ball,person throwing sports ball
person walking on pavement beside pavement pavement pavement pavement pavement pavementgedgedgedged,fire hydrant on pavement-merged
person standing on grass playing on grass-mergedgedgedgedgedged,person running on grass-merged
person beside person beside,person looking at person
skateboardboard going down pavement pavement pavement pavement pavement pavement,person sitting on pavement-merged
person walking on pavement on pavement pavement pavement pavement,person walking on pavement-merged
ceiling over- over over over over over,ceiling-merged over train
person beside person beside person,chair beside person
wall-wall-wall-wall in front of sheep-wall wall wall,wall-other-merged enclosing sheep
person walking on grass on grass-merged-gedgedgedgedged,person sitting on grass-merged
bottle hanging from bottle bottle bottle bottle bottle bottle,bottle beside bottle
tree-tree-gedgedgedgedgedgedgedgedgedgedged,tree-merged enclosing railroad
building-building on snow beside snowboardboardboardboardboardboardboardboard,house beside bench
bottle on dining table beside dining table table table table table,bottle on dining table
person sitting on bench on bench,person sitting on bench
motorcyclecycle parked on gravel on gravel road,motorcycle parked on road
person beside person beside person,person talking to person
person holding tennis racket racket racket racket racket racket racket racket racket racket racket,person looking at tennis racket
person in front of front of window-otherotherotherotherotherotherother,person in front of window-other
person holding handbagbagbag,person carrying handbag
person in front of flower plant plant plant plant plant plant plant plant plant plant,person in front of person
person holding umbrella holding umbrella,person holding umbrella
dog looking at car beside car,dog sitting on truck
person standing on grass on grass-merged-gedgedgedgedged,person standing on grass-merged
person beside person beside person,person beside person
person standing on sand on sand,person standing on sand
bus parked beside tree beside tree beside-other-mergedgedgedged,bus beside tree-merged
laptop on front of laptop beside laptop beside laptop laptop laptop laptop laptop laptop,laptop in front of cabinet-merged
bicycle driving on road on road,bicycle on pavement-merged
cup on dining table dining table dining table dining table,cup on dining table
person holding surfboard kiteboard kiteboard,person playing surfboard
person holding bottle of,person holding remote
person standing on sand on sand,person on sand
sheep standing on grass grass grass grass grass grassgedgedgedgedged,bird standing on grass-merged
car parked on pavement on pavement on-,car driving on road
person in front of person in person person person person,person beside person
person riding horse on,person on back of horse
sky-other-other-other over-other over,sky-other-merged attached to truck
person attached to front of person on,person pushing horse
person sitting on dining table dining table table table,person looking at dining table
person holding remote remote remote remote remote remote remote,person holding remote
rock-tree enclosing grass on grass on grass-mergedgedged,fence-merged on grass-merged
person playing skateboardboardboardboardboardboardboardboardboardboardboardboard,person standing on skateboard
horse standing on pavement on pavement pavement pavement-mergedgedged,horse walking on sand
giraffe standing on wall beside wall-otherotherotherotherotherother,giraffe in front of building-other-merged
truck parked on pavement on pavement on-mergedgedgedgedged,truck on road
tree-tree-mer-gedgedged beside building-otherotherother,tree-merged in front of building-other-merged
giraffe standing on dirt on dirt-merged-mergedged,giraffe standing on dirt-merged
person carrying handbagbagbagbagbagbagbag,person carrying handbag
person looking at person at person,person attached to person
person standing on grass on grass-merged-mergedgedgedged,person on grass-merged
bird standing on tree tree tree tree tree tree tree tree tree,bird standing on tree-merged
car beside car beside bus beside,car in front of car
person on wall beside wall-brick wallbrickbrickbrick,person sitting on wall-brick
person standing on surfboardboardboardboardboardboard,person standing on surfboard
truck driving on road on road,truck parked on road
bowl on dining table on table table table,wine glass on dining table
person in to surfboard,person touching sea
person holding tennis racket tennis racket racket racket racket racket racket racket,person swinging tennis racket
dog attached to to person person,teddy bear beside person
cardboard on shelf shelf shelf shelf shelf shelf shelf shelf shelf shelf shelf shelf,paper-merged on shelf
person running on playing playingfield playingfieldfieldfieldfieldfieldfieldfieldfield,person jumping from playingfield
person holding umbrella over surfboard,person playing surfboard
cuple beside person beside person beside person,banner in front of person
person looking at sea,person looking at sea
light hanging from wall beside window beside-otherotherotherotherotherotherother,person beside door-stuff
boat driving on river,boat driving on sea
person walking on sand on,boat on sea
person holding baseball bat on playing ball ball ball ball ball ball ball ball ball,person looking at sports ball
paper-tile-tile on wall beside wall-otherotherotherotherother,window-other attached to wall-other-merged
person standing on rug rug rug rug rugmermermermermermermer,person standing on floor-other-merged
person carrying handbag to handbag,person playing with person
grass in front of front of front of front of sheep sheep sheep sheep sheep,fence-merged enclosing sheep
person standing on dirt pavement on grass grass grass grassgedgedgedgedged,car parked on road
wall-----mer-mer-mer-mer-mer,wall-other-merged on back of person
person walking on pavement on pavement pavement pavement,person beside road
person standing on floor on floor-otherotherotherothermergedgedged,person walking on floor-other-merged
person wearing handbagbagbagbagbagbagbagbagbagbagbag,person holding handbag
person standing on snow on snow,person on snow
clock beside tree beside tree beside-otherotherother,clock over tree-merged
sky-other----mer-ged-ged-mer-,sky-other-merged over sea
zebra standing on grass on dirt grass-mergedgedgedgedged,zebra jumping from grass-merged
person holding bottle of wine glass,person holding wine glass
person holding surfboardboardboardboardboardboardboard,person riding surfboard
person standing on dirt dirt dirt dirtmergedgedgedgedged,person standing on dirt-merged
person walking on pavement on pavement pavement pavement pavement pavementgedgedgedgedged,person walking on pavement-merged
cardboard attached to laptop beside bookbag beside bookbag beside bookbag,cup in front of blanket
sports ball flying over dirt over-----gedgedgedged,sports ball over dirt-merged
horse standing on grass grass grass grass grass grassgedgedgedgedgedged,cow lying on grass-merged
person carrying backpack carrying backpack carrying,bird in front of bird
person walking on road on road on road,car driving on road
truck parked on grass on grass grass grass grass grass grass grass grass grass,truck parked on grass-merged
person playing skateboardboardboardboardboardboardboardboardboard,person beside skateboard
person wearing tie,person wearing tie
banner painted on wall beside building-otherotherotherotherotherotherother,towel hanging from wall-other-merged
person holding tennis racket ball racket ball ball ball ball ball ball ball ball ball,person holding sports ball
person beside person beside,person talking to person
motorcycle parked on pavement on pavement pavement pavement pavement pavement,person walking on road
person jumping over grass over grass over grassgedgedgedgedgedgedged,person jumping from playingfield
rock-tree in front of mountain in mountain mountain mountain mountain mountain mountain mountain,tree-merged on mountain-merged
boat driving on water on river,boat driving on sea
person standing on pavement pavement pavement pavement pavement pavementgedgedgedgedged,person walking on pavement-merged
kite in front of person beside,person looking at person
person standing on skateboardboardboardboardboardboardboardboardboardboardboard,person standing on skateboard
person standing on floor floor floor-otherotherotherothermergedgedged,person walking on floor-other-merged
tableining on rug on rug on rug rug rug ruggedgedgedged,table-merged on rug-merged
fence-fence in front of front of tree tree tree tree tree,fence-merged in front of tree-merged
person standing on dirt pavement on pavement-merged-merged,person standing on sand
bowl attached to bowl beside bowl beside bowl beside bowl beside bowl beside bowl,banana beside orange
bus parked on road beside road,bus driving on road
seafboardboardboardboardboardboardboardboardboardboardboardboardboard,sea enclosing surfboard
person holding tennis racket tennis racket racket racket racket racket racket racket,person swinging tennis racket
cardboard on floor floor floor floor floor floor floor floor,handbag on floor-wood
person standing on pavement beside pavement pavement pavement pavement pavement pavementgedgedgedged,bicycle parked on pavement-merged
horse jumping over fence fence fence fence fence fence fence,horse jumping over fence-merged
person in front of wall wall wall wall wall- wall- wall-,person in front of wall-other-merged
person walking on pavement beside fence beside-mergedgedgedgedgedged,person standing on fence-merged
banner beside suitcase beside person carrying,train beside backpack
tree-tree-mer-gedgedgedged-----,tree-merged beside fence-merged
kite flying over grass over grass over-mergedgedgedgedged,kite flying over grass-merged
person walking on pavement beside pavement pavement pavement pavement pavement pavement pavementgedgedged,person on pavement-merged
person standing on grass grass grass grass grass grass grass grass grass grass,person standing on grass-merged
car driving on road beside road beside road,car on road
person looking at at cow,person looking at cat
knife slicing knife on dining table table table table table,fork on dining table
person standing on playing playing playingfield playingfield,person standing on grass-merged
paper-blind hanging from wall from wall from wall-otherotherotherother,window-other on wall-other-merged
person holding handbag,person touching kite
person riding horse horse,person on horse
building-other---mer-mer-mer-mer-mer,building-other-merged on floor-other-merged
person holding umbrella umbrella umbrella umbrella,person holding umbrella
person walking on sea,person standing on sea
handbag beside laptop on chair beside,person touching laptop
person on surfboardboardboardboardboardboardboardboardboard,person attached to surfboard
light hanging from wall over wall over wall over-otherotherotherotherother,light hanging from wall-other-merged
truck driving on road on road,car driving on road
person on horse,person on horse
elephant walking on grass on grass-mermermermergedgedged,elephant walking on grass-merged
surfboardboardboardboardboardboardboardboardboardboardboardboardboard,surfboard on sea
dirt-mer-mergedgedgedgedgedgedgedgedged,dirt-merged beside horse
clock hanging from wall from wall wall wall wall wall wall wall wall wall wall,book hanging from wall-other-merged
person slicing cake over cake,person slicing cake
person riding bicycle beside person,person carrying handbag
person walking on pavement on pavement-merged-merged,person standing on pavement-merged
sky-other---sky-sky over-tree-tree-,sky-other-merged over tree-merged
person in front of wall of wall wall-otherotherotherotherothermer,person eating wall-tile
person holding fork fork,person holding donut
person standing on skisisisisis,person standing on skis
person attached to handbagbagbagbagbagbagbagbag,person beside bottle
horse standing on pavement on pavement on,horse walking on road
person playing with snowboardboardboardboardboardboardboardboardboardboardboard,person beside person
sky-other-other-other over-other-other-other-,sky-other-merged over person
sky-other----mer- over- pavement over-mer,sky-other-merged over pavement-merged
person in front of of of of wall wall wall wall wall wall wall wall,person in front of wall-other-merged
person wearing baseball glove glove glove glove glove glove glove,person touching baseball glove
person attached to person to person person,person leaning on person
horse wearing horse over horse,person on back of horse
dog sitting on couch on couch,dog attached to couch
person standing on playing playing playingfieldfieldfieldfieldfield,person running on playingfield
person holding tennis racket tennis racket racket racket racket racket racket,person holding tennis racket
sky-other-other-other-other-other-other-other,sky-other-merged over frisbee
person standing on stairs beside stairs beside stairs,wine glass on counter
zebra standing on grass on grass grass grass grass grass grass grass grass grass,zebra standing on grass-merged
person driving on boat,boat standing on boat
person lying on surfboardboardboardboardboardboardboardboardboard,person lying on surfboard
person holding tennis racket racket ball racket ball,person wearing tennis racket
person holding tennis racket racket racket racket racket racket,person swinging tennis racket
rug-tile floor attached to to to to wall-tile-tile-,floor-other-merged looking at person
giraffe looking at giraffe at giraffeaffeaffeaffeaffeaffe,giraffe attached to giraffe
person sitting on motorcycle motorcycle,person sitting on motorcycle
train driving on railroad railroad railroad railroad railroad railroad,train driving on railroad
wine glass on dining table table table table table table table table,cup on table-merged
sky-other---sky building building on building over building-other,sky-other-merged over building-other-merged
person sitting on truck on truck,person standing on truck
pavement attached to pavement beside road beside road beside road,pavement-merged attached to road
car driving on road on road,car driving on road
person wearing baseball glove glove glove glove glove glove,person carrying backpack
person looking at at snow,person walking on snow
person sitting on couch on couch,person lying on couch
person wearing baseball glove glove glove glove glove glove glove,person playing baseball glove
person standing on playing on playingfieldfieldfieldfield,person running on playingfield
giraffe in front of tree in tree-mergedgedgedged,giraffe in front of tree-merged
person sitting on rug rug rug rug rug rug ruggedgedgedgedged,person in front of table-merged
person walking on pavement beside grass-merged-mergedgedgedged,car driving on road
person in bus beside bus,person beside bus
person in front of front of-otherotherotherother,person in front of counter
person looking at hot dog dog dog dog dog dog dog dog dog dog dog,person looking at hot dog
bench beside wall beside wall beside-otherotherotherotherothermermermer,bench leaning on wall-other-merged
grass-grass enclosing enclosing dirt pavement pavement pavement pavement pavementgedged,road beside pavement-merged
grass-grass enclosing enclosingosingosing tree-merged-mer,grass-merged attached to tree-merged
clock hanging from building from building building building building building building-otherothermer,clock attached to building-other-merged
cow beside cow beside cow,elephant in front of elephant
sports ball on grass playing on-mergedgedgedgedgedgedged,sports ball on grass-merged
person standing on skis on snowboardboardboardboardboardboardboardboard,person standing on snowboard
car parked on pavement on pavement on-,car on road
sky-other-other-sky over-sky over-sky person,sky-other-merged over person
person riding bicycle on,person riding bicycle
airplane flying over sky over sky-otherotherotherotherothermermer,airplane in sky-other-merged
bear on rock wall beside rock wall rock wall,cat on rock-merged
bench on dirt sand,bench on pavement-merged
person standing on dirt dirt dirt dirtmermermergedgedged,person standing on dirt-merged
grass-grass enclosinggedgedgedgedgedgedgedgedgedged,grass-merged beside sports ball
kite flying over sky over sky over-otherotherotherotherotherother,kite in sky-other-merged
building-building-building-mer-mer-mer-mer-mer,fence-merged enclosing elephant
tree-tree-tree-tree-tree-tree-mergedged,tree-merged beside giraffe
spoon hanging from wall from wall-otherotherotherotherotherothermer,spoon hanging from wall-other-merged
person jumping over stairs over stairs over stairs over stairs over,person over pavement-merged
person looking at person at,person pulling horse
person holding tennis racket tennis racket racket racket racket racket racket racket,person holding tennis racket
paper-dining table on dining table on table on table,paper-merged on dining table
person standing at skisisisisisis,person riding skis
person jumping over snow over snow over,person jumping from mountain-merged
dirt-dirt-merged-merged-merged-,dirt-merged attached to fence-merged
sky-other---sky-sky over-sky over-sky,sky-other-merged over mountain-merged
giraffe attached to giraffe at giraffeaffeaffeaffeaffeaffe,giraffe kissing giraffe
laptop attached to front of person beside,laptop beside person
elephant walking on dirt pavement on dirt-mergedgedgedgedged,elephant beside sand
laptop on table beside table table table-mergedgedgedgedged,laptop on table-merged
sky-other-other-sky-sky over snow over snow,sky-other-merged over snow
car driving on road beside road beside,car parked on road
tree-tree-mer-tree-tree-otherotherotherothermer,tree-merged beside building-other-merged
person beside window beside curtain beside-otherotherotherotherother,person beside curtain
clock hanging from building building building building building building building building building building building building,clock on building-other-merged
person holding kite,person carrying surfboard
person standing on skisisisisis,person wearing skis
tennis racket leaning on bench beside banner banner banner banner banner banner banner,tennis racket leaning on bench
horse wearing horse over horse,person on horse
sky-other----mer-ged- grass- grass-,sky-other-merged over grass-merged
person wearing backpack carrying backpack,person sitting on chair
bench attached to floor on pavement on-----gedgedged,bench on pavement-merged
cup on dining table table table,wine glass on table-merged
person holding sports ball sports ball,person carrying handbag
cup attached to dining table chair chair chair chair chair chair chair chair chair chair,food-other-merged in bowl
cabinet attached-stuff attached to wall wall wall-otherotherother,cabinet-merged attached to wall-other-merged
skateboardboard flying over pavement over pavement over-,skateboard jumping from pavement-merged
person beside wall beside building beside-brickbrickbrickbrick,person beside building-other-merged
bird standing on pavement pavement pavement pavement pavement pavementgedgedgedged,person walking on pavement-merged
person lying on bed on bed,person lying on bed
person holding tennis racket tennis racket racket racket racket racket racket racket,person holding tennis racket
person beside person beside,person in front of person
dirt table holding table holding vase holding vase holding vase,table-merged beside building-other-merged
sky-other----mer-mer-mer-mer-,sky-other-merged on tree-merged
person looking at sports ball ball ball ball ball ball,person looking at frisbee
tow hanging from wall on wall beside rock wall wall wall wall wall wall,handbag hanging from tree-merged
person beside person on,person touching person
person beside person at,person beside dog
person sitting on pavement pavement pavement pavement pavement pavement pavementgedgedgedgedged,person standing on pavement-merged
person riding skateboardboardboardboardboardboardboardboardboardboardboard,person playing skateboard
backpack lying on rock on rock-merged-mergedgedged,bottle on dirt-merged
person looking at laptop laptop laptop laptop laptop laptop laptop,person touching laptop
sky-other-other-sky over-sky over-sky over,sky-other-merged over person
person standing on grass on grass on-mergedgedgedgedgedged,person standing on grass-merged
bird standing on grass on-merged-gedgedgedgedgedged,bird sitting on grass-merged
person looking at skisisisisis,person wearing skis
person sitting on chair beside chair,person lying on chair
sky-other-other-sky-sky over-sky over-sky,sky-other-merged over sea
person walking on pavement on pavement-merged-merged,person attached to pavement-merged
person wearing tie,person wearing tie
person beside person beside person,person beside person
person jumping over pavement pavement pavement pavement pavement pavement pavement pavement pavement,kite flying over grass-merged
person sitting on couch chair,person on couch
person standing on sea,person looking at sea
sky-other-other-sky over water over sea water,sky-other-merged over water-other
person beside airplane airplane airplane airplane airplane airplane airplane,person in front of airplane
bottle on dining table on table table,food-other-merged on dining table
person playing skateboardboardboardboardboardboardboardboardboardboardboardboard,person looking at skateboard
cat standing on floor over table over table over table,bird beside table-merged
person standing on snow on snow-merged-mergedgedgedged,person standing on snow
person sitting on bench beside bench,person sitting on bench
grass-tree in front of wall beside wall-otherotherotherothermer,playingfield attached to wall-other-merged
person beside umbrella beside umbrella,person looking at cow
person standing on surfboardboardboardboardboardboardboard,person on surfboard
bottle on playing on playingfield playingfield playingfield,bottle on playingfield
bench beside wall beside wall beside wall beside wall,bench beside tree-merged
bear in front of river,bear in water-other
teddy bear bear bear bear beside of teddy bear bear bear bear bear,blanket enclosing teddy bear
person holding umbrella umbrella,person holding umbrella
person about to hit to hit sports sports sports sports sports sports,person looking at sports ball
person walking on pavement pavement pavement pavement pavement pavement pavementgedgedgedgedged,person walking on pavement-merged
door-door-cabin on floor beside-otherotherothermerged,wall-brick enclosing toilet
tree-tree in front of building beside building beside building-otherotherother,tree-merged in front of building-other-merged
bird looking at bird bird bird bird birdbirdbirdbirdbirdbirdbirdbird,bear looking at bird
person leaning on table beside-merged-mergedgedgedgedged,person looking at food-other-merged
sky-other---mer-mer-tree-tree-mer,sky-other-merged over tree-merged
person holding baseball bat beside bat,person holding baseball bat
horse standing on grass on grass-merged-mergedgedgedged,dog on grass-merged
fence---mer-mer in front of tree tree tree tree,fence-merged in front of tree-merged
wall-blanketing over-field over playing over playing playingfieldfieldfield,wall-other-merged enclosing playingfield
sports ball on playingfield playingfieldfieldfieldfieldfieldfieldfieldfield,towel on playingfield
person looking at cell phone at sports ball,person holding cup
person holding cell phone,person holding cell phone
river crossing on gravel road beside river,rock-merged beside water-other
person holding frisbee frisbeebeebeebeebeebee,person holding frisbee
person beside person beside,person attached to person
person walking on sand on sand,person standing on sand
wine in bowl beside bowl beside bowl beside bowl,cup in front of wine glass
car in front of front of front of fence fence-mergedgedged,truck in front of building-other-merged
person standing on rug on rug----gedgedgedged,person standing on floor-wood
teddy bear bear lying on bed on blanket on blanket,teddy bear on bed
person holding surfboardboardboardboardboardboardboard,person playing surfboard
person standing on skateboard on pavement pavement pavement pavement pavement,person standing on skateboard
elephant standing on dirt pavement pavement pavement pavement-mergedgedgedged,cow standing on dirt-merged
umbrella beside chair beside chair,umbrella over person
bus parked on road on road,bus driving on road
zebra standing on dirt on dirt-merged-merged,zebra looking at dirt-merged
train driving on railroad railroad,train on railroad
kite flying over sky over building overotherotherotherotherotherothermer,kite flying over sky-other-merged
person on bicycle beside bench,person sitting on bench
person in on sea,person in sea
person standing on playing playing playing playingfield,person on playingfield
person holding surfboardboardboardboardboardboardboardboard,person standing on surfboard
person beside person beside,person looking at person
person on boat on,dog standing on boat
ceiling over-ged over over over-ged-ged-gedged,ceiling-merged over table-merged
person standing on skisisisis,person holding skis
sky-other----mer-ged- over grass over-,sky-other-merged over grass-merged
person holding handbag to handbag table table table,person cleaning sink
person on snow on snow,person on snow
person standing on pavement pavement pavement pavement pavement pavementgedgedgedgedged,person walking on pavement-merged
person looking at person at person,person beside person
person beside bed beside,person in front of counter
surfboard lying on sand on sand,boat parked on sand
truck driving on road on road,bus on road
person standing on pavement on pavement pavement-mergedgedgedgedgedged,teddy bear on pavement-merged
person about to to hit sports ball sports ball sports ball ball ball ball ball,person throwing sports ball
platform-water in water beside sea-,platform on sea
bridge in front of building beside building beside building beside buildingotherotherotherother,fence-merged in front of building-other-merged
person in front of front of wall-door wall-door-door-,person in front of wall-other-merged
bird standing on tree tree tree tree tree tree tree tree tree,bird touching tree-merged
bench beside wall beside wall beside wall beside wallstonestonestonestonestonestone,bench in front of wall-other-merged
person standing on pavement beside road beside road,person standing on road
car parked on road beside road,car parked on road
person standing on playing on playingfieldfieldfieldfield,person running on playingfield
motorcyclecycle parked on road on road road,motorcycle parked on road
skateboard over fence over stairs over-----gedged,person looking at person
bicycle leaning on bicycle bicycle bicycle bicycle bicycle bicycle bicycle bicycle,bicycle on bicycle
person beside person beside person,person sitting on person
sky-other----mer-mer-tree-tree-,sky-other-merged over tree-merged
person holding banana to banana plant plant plant plant plant plant,person holding banana
sky-other----mer- over-other-otherother,sky-other-merged over tent
tree-tree-treegedgedgedged road beside road,tree-merged enclosing road
skateboard walking on pavement on pavement on pavement,bicycle driving on road
person standing on sand on sand,person standing on sand
fence-fence in front of front of truck beside truck beside truck,fence-merged enclosing truck
wall-other-other-other-other-other-other-other,wall-other-merged in front of person
train driving on railroad railroad railroad railroad railroad railroad railroad,train driving on railroad
sports ball on person on person,sports ball attached to person
toilet on rug on rug rug rug rug rug rug rug rug rug rug,toilet on floor-other-merged
person in front of front of front of person person person person,person in front of person
person looking at banana at potted plant plant plant plant plant plant plant plant,person looking at banana
person standing on stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs stairs,person standing on building-other-merged
pavement beside road beside road beside road beside road,pavement-merged beside road
person driving on airplane airplane,person in airplane
person looking at person at person,person looking at person
person holding cell phone to cell phone,person holding cell phone
person standing on skateboard over snowboardboardboardboardboardboardboardboard,person wearing skateboard
person walking on grass on grass-merged-mergedgedgedged,person standing on grass-merged
person looking at person at,person looking at person
tree-tree in front of building beside building beside building-otherotherother,tree-merged beside house
cow standing on grass on grass-merged-mergedgedgedged,elephant walking on sand
person looking at person at person,person in front of person
dirt-d in grass on grass on-mergedgedgedged,zebra sitting on grass-merged
chair on floor on-------gedgedgedged,chair beside cabinet-merged
person swinging baseball bat wearing baseball glove glove glove glove,person holding baseball bat
toowel hanging from wall from wall from wall-otherotherotherother,towel hanging from wall-other-merged
person looking at cell phone at cell phone phone phone,person holding cell phone
water entering on pavement over pavement over-otherotherotherotherother,boat on river
person looking at tv,person in front of table-merged
bed on bed beside bed,chair beside bed
person holding to person,person eating pizza
person wearing baseball glove glove glove glove glove glove glove,person wearing baseball glove
dog lying on grass on grass-merged-gedgedgedgedged,cow sitting on grass-merged
person walking on pavement pavement pavement pavement pavement-mergedgedgedged,person walking on pavement-merged
person running on playing playing playingfieldfieldfieldfieldfieldfieldfield,person standing on playingfield
couchouch leaning on wall beside wall-otherotherotherotherotherother,couch leaning on wall-other-merged
person walking on pavement beside fence-merged-mergedgedgedged,person beside fence-merged
person riding horse on,person on back of horse
truck parked on grass beside grass beside-mergedgedgedgedged,rock-merged on grass-merged
person standing on skateboard skateboardboardboardboardboardboardboardboardboard,person playing skateboard
person playing with kite kite kite,person looking at kite
person in front of person at,person looking at person
person looking at at sea,person over sea
person catching frisbee with frisbeebeebeebeebeebee,person holding frisbee
person holding horse horse horse horse horse horse,person standing on horse
fence---mer-mer beside fence beside fence- fence-,grass-merged beside fence-merged
sky-other----mer-merged treeged treeged,sky-other-merged over tree-merged
person sitting on chair on chair,person sitting on chair
waterboardboard on pavement on pavement on pavement,boat driving on river
person in front of person in person,person looking at person
sky-other----- over pavement over pavement over-ged,sky-other-merged over pavement-merged
sky-other----mer-merged over grass over-,sky-other-merged over mountain-merged
person holding surfboardboardboardboardboardboardboardboardboard,person holding surfboard
person walking on pavement on pavement beside pavement-gedgedgedgedgedged,person going down pavement-merged
house beside person beside person beside,house beside person
bus driving on road on road,bus driving on road
tree-tree in front of wall beside wall-brick wall-br,tree-merged enclosing building-other-merged
person holding teddy bear bear bear bear bear bear bear,person holding teddy bear
sky-other-other-sky over pavement over pavement over pavement overged,sky-other-merged over pavement-merged
person holding bicycle beside,person touching bicycle
chair attached to table beside couch beside table beside table,chair in front of counter
person holding toothbrush toothbrushbrushbrushbrushbrush,person holding toothbrush
person swinging baseball bat baseball bat bat bat,person holding baseball bat
person holding sports ball sports ball sports ball,person holding sports ball
elephant standing on dirt dirt dirt dirt dirtgedgedgedgedgedged,elephant playing dirt-merged
person beside person beside,person beside person
person in front of of of wall-stuffstuffstuffstuffstuffstuffstuff,person in front of cabinet-merged
person jumping over skateboardboardboardboardboardboardboardboardboardboardboard,person playing skateboard
dog lying on rug on rug on----mergedgedged,dog sitting on floor-other-merged
elephant beside to elephant elephant elephant elephant elephant elephant elephant elephant,elephant in front of elephant
sky-other-other-other-other-other-other-other,tree-merged beside house
bus parked on road beside road beside road,bus beside pavement-merged
person holding cell phone at cell phone phone phone phone phone phone phone phone phone,person holding cell phone
person sitting on truck on truck,person on truck
person looking at tv remote on remote,person sitting on chair
car parked on pavement on pavement on pavement on,car driving on road
bus driving on road on pavement pavement pavement pavement pavementgedgedgedged,bus driving on road
tree in front of cat beside dog,pillow on dog
person walking on pavement on pavement pavement pavement pavement pavement pavementgedgedgedged,person walking on pavement-merged
person standing on surfboardboardboardboardboardboard,person on surfboard
cow eating grass on grass on-mergedgedgedgedgedgedged,cow eating grass-merged
person holding handbag handbagbagbagbagbagbag,person carrying handbag
person driving bus on bus,person driving bus
person standing on rug on rug rug rug rug rug rug ruggedgedged,person standing on floor-other-merged
sheep in front of tree in grass grass grassgedgedgedgedged,horse eating tree-merged
person wearing tie,person in front of car
person eating cake cake cake cake cake cake cake cake cake cake,person eating cake
person standing on water on sea,surfboard on sea
person standing on grass grass grass grass grassgedgedgedgedgedgedged,person standing on grass-merged
person looking at skateboardboardboardboardboardboardboardboardboardboardboard,person standing on skateboard
food attached to back beside of person beside person,cake in front of person
person standing on pavement on road,person standing on pavement-merged
car parked on pavement beside pavement on pavement pavement pavement pavement pavement pavement pavement pavement,bicycle beside wall-brick
roof on roof on roof on boat on,wall-other-merged sitting on platform
car parked beside building beside building beside building building building building building building building building,car in front of tree-merged
ceiling--mer-mer over over person over person over,light over person
bridge over river crossing on bridge over river river river river river river river river,bridge over river
person holding tennis racket racket racket racket racket racket racket,person holding tennis racket
person standing on pavement pavement pavement pavement pavement-mergedgedgedgedged,person beside pavement-merged
person drinking wine wine wine wine wine wine,person eating pizza
pavement---gedgedgedgedged road on road,pavement-merged attached to road
person sitting on snowboard on snowboardboardboardboardboardboardboardboard,person falling off snowboard
person standing beside backpack beside chair beside chair,skateboard wearing person
food attached to person beside of person beside,donut in front of person
sky-other--- sea over sea over,sky-other-merged over sea
person standing on pavement pavement pavement pavement pavement pavement pavement,person walking on road
person playing with snowboardboardboardboardboardboardboardboardboardboardboard,person talking to person
person standing on pavement on pavement-merged-mergedgedgedged,person standing on pavement-merged
person standing on playing playing playing playingfieldfieldfieldfield,person standing on playingfield
person in front of building beside-otherotherotherotherotherother,person in front of building-other-merged
person standing on skateboardboardboardboardboardboardboardboardboard,person on skateboard
tree-tree beside house beside house beside house,tree-merged over house
banner in front of front of front of,fence-merged wearing person
person eating hot dog dog dog dog dog dog dog dog,person biting hot dog
